Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,TimeSec
906,2:25:29,Lornah KIPLAGAT,1974-05-01,KEN,1,Amsterdam (NED),1999-10-17,25,46,1999,8729.0
907,2:25:29,Irina TIMOFEYEVA,1970-04-05,RUS,2,Tokyo (JPN),2001-11-18,31,50,2001,8729.0
908,2:25:29,Naoko SAKAMOTO,1980-11-14,JPN,1,Osaka (JPN),2004-01-25,23,40,2004,8729.0
909,2:25:29,Aberu KEBEDE,1986-09-12,ETH,1,Rotterdam (NED),2010-04-11,23,34,2010,8729.0
910,2:25:29,Helena Loshanyang KIROP,1976-09-09,KEN,1,Praha (CZE),2010-05-09,33,44,2010,8729.0
911,2:25:29,Azusa NOJIRI,1982-06-06,JPN,10,London (GBR),2011-04-17,28,38,2011,8729.0
912,2:25:29,Askale Magarsa TAFA,1984-09-27,ETH,2,Seoul (KOR),2012-03-18,27,36,2012,8729.0
913,2:25:29,Shiho TAKECHI,1990-08-18,JPN,7,Nagoya (JPN),2016-03-13,25,30,2016,8729.0
914,2:25:29,Margaret AGAI,1988-06-10,KEN,5,Shanghai (CHN),2017-11-12,29,32,2017,8729.0
915,2:25:29,Sifan MELAKU,1997-01-01,ETH,5,Istanbul (TUR),2019-11-03,22,23,2019,8729.0
916,2:25:29,Jess PIASECKI,1990-04-18,GBR,1,Firenze (ITA),2019-11-24,29,30,2019,8729.0
917,2:25:30,Berhane ADERE,1973-11-23,ETH,5,London (GBR),2009-04-26,35,47,2009,8730.0
918,2:25:30,Aberu Mekuria ZENNEBE,1983-12-24,ETH,1,Ottawa (CAN),2015-05-24,31,36,2015,8730.0
919,2:25:30,Jessica AUGUSTO,1981-11-08,POR,1,Hamburg (GER),2017-04-23,35,39,2017,8730.0
920,2:25:31,Bong-Sil HAM,1974-07-24,PRK,5,"Stade de France, Paris-St-Denis (FRA)",2003-08-31,29,46,2003,8731.0
921,2:25:31,Kebebush Haile LEMA,1986-04-13,ETH,2,Roma (ITA),2010-03-21,23,34,2010,8731.0
922,2:25:31,Yeshi ESAYIAS,1985-12-28,ETH,1,Ottawa (CAN),2013-05-26,27,34,2013,8731.0
923,2:25:31,Eri HAYAKAWA,1981-11-15,JPN,3,Nagoya (JPN),2014-03-09,32,39,2014,8731.0
924,2:25:32,Xiujuan REN,1974-09-14,CHN,1,Jinan (CHN),2000-04-02,25,46,2000,8732.0
925,2:25:32,Esther KIPLAGAT,1966-12-08,KEN,3,Paris (FRA),2002-04-07,35,54,2002,8732.0
926,2:25:32,Mihaela Maria BOTEZAN-PRUNDUS,1976-11-21,ROU,9,London (GBR),2003-04-13,26,44,2003,8732.0
927,2:25:32,Asselefech MEDESSA MERGIA,1985-01-23,ETH,3,"Olympiastadion, Berlin (GER)",2009-08-23,24,35,2009,8732.0
928,2:25:32,Anna INCERTI,1980-01-19,ITA,6,Berlin (GER),2011-09-25,31,40,2011,8732.0
929,2:25:32,Asselefech MEDESSA MERGIA,1985-01-23,ETH,2,"New York, NY (USA)",2015-11-01,30,35,2015,8732.0
930,2:25:32,Viola Jelagat KIBIWOT,1983-12-22,KEN,4,Amsterdam (NED),2017-10-15,33,36,2017,8732.0
931,2:25:33,Martha KOMU,1983-03-23,KEN,1,Paris (FRA),2008-04-06,25,37,2008,8733.0
932,2:25:33,Mizuki NOGUCHI,1978-07-03,JPN,6,Nagoya (JPN),2012-03-11,33,42,2012,8733.0
933,2:25:34,Alina IVANOVA,1969-03-16,RUS,7,London (GBR),2001-04-22,32,51,2001,8734.0
934,2:25:34,Tomo MORIMOTO,1983-12-27,JPN,2,Osaka (JPN),2008-01-27,24,36,2008,8734.0
935,2:25:34,Azalech MASRESHA,1988-05-04,ETH,4,Paris (FRA),2010-04-11,21,32,2010,8734.0
936,2:25:34,Helena Loshanyang KIROP,1976-09-09,KEN,1,Köln (GER),2012-10-14,36,44,2012,8734.0
937,2:25:34,Aberu KEBEDE,1986-09-12,ETH,1,Tokyo (JPN),2013-02-24,26,34,2013,8734.0
938,2:25:34,Abebech AFEWORK,1990-12-11,ETH,1,Gold Coast (AUS),2017-07-02,26,30,2017,8734.0
939,2:25:35,Bruna GENOVESE,1976-09-24,ITA,3,Tokyo (JPN),2001-11-18,25,44,2001,8735.0
940,2:25:35,Mizuki NOGUCHI,1978-07-03,JPN,1,Nagoya (JPN),2002-03-10,23,42,2002,8735.0
941,2:25:35,Albina MAYOROVA,1977-05-16,RUS,4,"Chicago, IL (USA)",2003-10-12,26,43,2003,8735.0
942,2:25:35,Helena Loshanyang KIROP,1976-09-09,KEN,3f1,Dubai (UAE),2009-01-16,32,44,2009,8735.0
943,2:25:35,Atsede HABTAMU,1987-10-26,ETH,1,Eindhoven (NED),2010-10-10,22,33,2010,8735.0
944,2:25:35,Kawtar BOULAID,1989-10-10,MAR,1,Sevilla (ESP),2018-02-25,28,31,2018,8735.0
945,2:25:35,Dalila ABDULKADIR,1998-06-27,BRN,1,Saitama (JPN),2018-12-09,20,22,2018,8735.0
946,2:25:35,Joy KEMUNA,1988-03-03,KEN,3,Barcelona (ESP),2019-03-10,31,32,2019,8735.0
947,2:25:36,Huandi ZHONG,1967-06-28,CHN,5,Tianjin (CHN),1993-04-04,25,53,1993,8736.0
948,2:25:36,Pamela CHEPCHUMBA,1979-03-08,KEN,1,Milano (ITA),2007-12-02,28,41,2007,8736.0
949,2:25:36,Volha MAZURONAK,1989-04-14,BLR,9,London (GBR),2015-04-26,26,31,2015,8736.0
950,2:25:36,Shitaye ESHETE,1990-05-21,BRN,6,Dubai (UAE),2016-01-22,25,30,2016,8736.0
951,2:25:37,Uta PIPPIG,1965-09-07,GER,1,Berlin (GER),1995-09-24,30,55,1995,8737.0
952,2:25:37,Nuţa OLARU,1970-08-28,ROU,6,"Chicago, IL (USA)",2006-10-22,36,50,2006,8737.0
953,2:25:37,Workenesh TOLA,1977-06-06,ETH,2,Paris (FRA),2008-04-06,30,43,2008,8737.0
954,2:25:37,Gete WAMI,1974-12-11,ETH,3,London (GBR),2008-04-13,33,46,2008,8737.0
955,2:25:37,Robe GUTA,1986-10-12,ETH,1,Seoul (KOR),2009-03-14,22,34,2009,8737.0
956,2:25:37,Eunice Jepkirui KIRWA,1984-05-20,BRN,1,Incheon (KOR),2014-10-02,30,36,2014,8737.0
957,2:25:37,Mare DIBABA,1989-10-20,ETH,1,"Chicago, IL (USA)",2014-10-12,24,31,2014,8737.0
958,2:25:37,Angela TANUI,1992-07-27,KEN,2,Wien (AUT),2019-04-07,26,28,2019,8737.0
959,2:25:37,Waganesh MEKASHA,1992-01-16,ETH,2,Shanghai (CHN),2019-11-17,27,28,2019,8737.0
960,2:25:38,Mizuho NASUKAWA,1979-11-22,JPN,1,Tokyo (JPN),2009-03-22,29,41,2009,8738.0
961,2:25:38,Mare DIBABA,1989-10-20,ETH,3,Roma (ITA),2010-03-21,20,31,2010,8738.0
962,2:25:38,Edna Ngeringwony KIPLAGAT,1979-11-15,KEN,1,"Los Angeles, CA (USA)",2010-03-21,30,41,2010,8738.0
963,2:25:38,Shalane FLANAGAN,1981-07-08,USA,1,"Houston, TX (USA)",2012-01-14,30,39,2012,8738.0
964,2:25:38,Albina MAYOROVA,1977-05-16,RUS,8,"Olympic Stadium, London (GBR)",2012-08-05,35,43,2012,8738.0
965,2:25:38,Genet GETANEH,1986-01-06,ETH,3,Amsterdam (NED),2012-10-21,26,34,2012,8738.0
966,2:25:38,Laura THWEATT,1988-12-17,USA,6,London (GBR),2017-04-23,28,31,2017,8738.0
967,2:25:38,Charlotte PURDUE,1991-06-10,GBR,10,London (GBR),2019-04-28,27,29,2019,8738.0
968,2:25:39,Chunxiu ZHOU,1978-11-15,CHN,4,"Olympiastadion, Berlin (GER)",2009-08-23,30,42,2009,8739.0
969,2:25:39,Helah Jelagat KIPROP,1985-04-07,KEN,7,London (GBR),2017-04-23,32,35,2017,8739.0
970,2:25:39,Shitaye ESHETE,1990-05-21,BRN,2,Saitama (JPN),2018-12-09,28,30,2018,8739.0
971,2:25:39,Fatuma SADO,1991-10-11,ETH,1,Osaka (JPN),2019-01-27,27,29,2019,8739.0
972,2:25:40,Rosa MOTA,1958-06-29,POR,1,"Olympic Stadium, Jamsil, Seoul (KOR)",1988-09-23,30,62,1988,8740.0
973,2:25:40,Esther Wanjiru MAINA,1977-03-27,KEN,3,Osaka (JPN),1999-01-31,21,43,1999,8740.0
974,2:25:40,Yukiko AKABA,1979-10-18,JPN,2f1,Osaka (JPN),2009-01-25,29,41,2009,8740.0
975,2:25:40,Yoshiko FUJINAGA,1981-08-15,JPN,11,London (GBR),2011-04-17,29,39,2011,8740.0
976,2:25:40,Dulce FÉLIX,1982-10-23,POR,4,"New York, NY (USA)",2011-11-06,29,38,2011,8740.0
977,2:25:41,Ingrid KRISTIANSEN,1956-03-21,NOR,1,London (GBR),1988-04-17,32,64,1988,8741.0
978,2:25:41,Mara YAMAUCHI,1973-08-13,GBR,6,London (GBR),2007-04-22,33,47,2007,8741.0
979,2:25:41,Isabellah ANDERSSON,1980-11-12,SWE,10,Dubai (UAE),2012-01-27,31,40,2012,8741.0
980,2:25:41,Agnes KIPROP,1980-01-14,KEN,1,Praha (CZE),2012-05-13,32,40,2012,8741.0
981,2:25:41,Jessica AUGUSTO,1981-11-08,POR,3,"Letzigrund, Zürich (SUI)",2014-08-16,32,39,2014,8741.0
982,2:25:41,Meseret Hailu DEBELE,1990-09-12,ETH,1,Hamburg (GER),2015-04-26,24,30,2015,8741.0
983,2:25:41,Rebeca CHESIRE,1992-01-01,KEN,2,Ottawa (CAN),2015-05-24,23,28,2015,8741.0
984,2:25:41,Doyeon KIM,1993-09-02,KOR,5,Seoul (KOR),2018-03-18,24,27,2018,8741.0
985,2:25:42,Adriana FERNÁNDEZ MIRANDA,1971-04-04,MEX,4,London (GBR),2000-04-16,29,49,2000,8742.0
986,2:25:42,Workenesh TOLA,1977-06-06,ETH,2,Seoul (KOR),2003-03-16,25,43,2003,8742.0
987,2:25:42,Melkam GIZAW,1990-09-17,ETH,1,Ljubljana (SLO),2015-10-25,25,30,2015,8742.0
988,2:25:42,Fate TOLA,1987-10-22,GER,2,Frankfurt (GER),2016-10-30,29,33,2016,8742.0
989,2:25:42,Zinash MEKONNEN,1996-09-11,ETH,4,Seoul (KOR),2019-03-17,22,24,2019,8742.0
990,2:25:43,Christelle DAUNAY,1974-12-05,FRA,3,Paris (FRA),2009-04-05,34,46,2009,8743.0
991,2:25:43,Mari OZAKI,1975-07-16,JPN,7,London (GBR),2010-04-25,34,45,2010,8743.0
992,2:25:43,Filomena CHEPCHIRCHIR,1981-12-01,KEN,1,Seoul (KOR),2013-03-17,31,39,2013,8743.0
993,2:25:43,Meseret LEGESE,1987-08-26,ETH,1,Wuhan (CHN),2016-04-10,28,33,2016,8743.0
994,2:25:44,Tetyana HLADYR,1975-04-17,UKR,1,Roma (ITA),2006-03-26,30,45,2006,8744.0
995,2:25:44,Marisa BARROS,1980-02-25,POR,2,Osaka (JPN),2010-01-31,29,40,2010,8744.0
996,2:25:44,Rita Jeptoo SITIENEI,1981-02-15,KEN,5,Frankfurt (GER),2011-10-30,30,39,2011,8744.0
997,2:25:44,Lisa Christina NEMEC,1984-05-18,CRO,1,Zürich (SUI),2013-04-07,28,36,2013,8744.0
998,2:25:44,Edna Ngeringwony KIPLAGAT,1979-11-15,KEN,1,"Luzhniki, Moskva (RUS)",2013-08-10,33,41,2013,8744.0
999,2:25:44,Atsede BAYISA,1987-04-16,ETH,1,Saitama (JPN),2015-11-15,28,33,2015,8744.0
1000,2:25:44,Misato HORIE,1987-03-10,JPN,2,Osaka (JPN),2017-01-29,29,33,2017,8744.0
1001,2:25:45,Yingjie SUN,1979-01-19,CHN,1,Tianjin (CHN),1998-04-11,19,41,1998,8745.0
1002,2:25:45,Susan CHEPKEMEI,1975-06-25,KEN,1,Rotterdam (NED),2001-04-22,25,45,2001,8745.0
1003,2:25:45,Mulu SEBOKA,1984-09-25,ETH,11,Dubai (UAE),2012-01-27,27,36,2012,8745.0
1004,2:25:45,Misikir DEMISSE,1986-07-23,ETH,2,Ottawa (CAN),2013-05-26,26,34,2013,8745.0
1005,2:25:45,Hiwot GEBREKIDAN,1995-05-11,ETH,1,See Genezareth (ISR),2017-01-06,21,25,2017,8745.0
1006,2:25:45,Worknesh ALEMU,1990-03-19,ETH,1,Mumbai (IND),2019-01-20,28,30,2019,8745.0
1007,2:25:46,Liyan MA,1968-09-06,CHN,6,Tianjin (CHN),1993-04-04,24,52,1993,8746.0
1008,2:25:46,Harumi HIROYAMA-SUZUKI,1968-09-02,JPN,8,"Olympic Stadium, Helsinki (FIN)",2005-08-14,36,52,2005,8746.0
1009,2:25:46,Masako CHIBA,1976-07-18,JPN,1,Sapporo (JPN),2005-08-28,29,44,2005,8746.0
1010,2:25:46,Kimberley SMITH,1981-11-19,NZL,5,"New York, NY (USA)",2011-11-06,29,39,2011,8746.0
1011,2:25:46,Hilde KIBET,1981-03-27,NED,2,Torino (ITA),2012-11-18,31,39,2012,8746.0
1012,2:25:46,Jelena PROKOPČUKA,1976-09-21,LAT,4,Nagoya (JPN),2013-03-10,36,44,2013,8746.0
1013,2:25:46,Meselech MELKAMU,1985-04-19,ETH,5,London (GBR),2013-04-21,28,35,2013,8746.0
1014,2:25:46,Agnes KIPROP,1980-01-14,KEN,1,Hengshui (CHN),2015-09-26,35,40,2015,8746.0
1015,2:25:46,Miyuki UEHARA,1995-11-22,JPN,9,Berlin (GER),2018-09-16,22,25,2018,8746.0
1016,2:25:46,Rei OHARA,1990-08-10,JPN,2,Osaka (JPN),2019-01-27,28,30,2019,8746.0
1017,2:25:46,Rodah JEPKORIR,1991-04-23,KEN,1,Buenos Aires (ARG),2019-09-22,28,29,2019,8746.0
1018,2:25:47,Shitaye BEDASO,1988-01-01,ETH,6,Dubai (UAE),2013-01-25,25,32,2013,8747.0
1019,2:25:48,Naoko TAKAHASHI,1972-05-06,JPN,1,Nagoya (JPN),1998-03-08,25,48,1998,8748.0
1020,2:25:48,Li JIN,1983-05-29,CHN,6,Beijing (CHN),2001-10-14,18,37,2001,8748.0
1021,2:25:48,Rose CHERUIYOT,1976-07-21,KEN,4,Dubai (UAE),2008-01-18,31,44,2008,8748.0
1022,2:25:48,Merima MOHAMMED,1992-06-10,ETH,3,Rotterdam (NED),2012-04-15,19,28,2012,8748.0
1023,2:25:48,Muluhabt TSEGA,1989-09-11,ETH,5,Shanghai (CHN),2018-11-18,29,31,2018,8748.0
1024,2:25:49,Ashu KASIM,1984-10-20,ETH,4,Paris (FRA),2009-04-05,24,36,2009,8749.0
1025,2:25:49,Olena SHURHNO,1978-01-08,UKR,7,Nagoya (JPN),2012-03-11,34,42,2012,8749.0
1026,2:25:49,Etalemahu KIDANE,1983-02-14,ETH,2,Hamburg (GER),2012-04-29,29,37,2012,8749.0
1027,2:25:49,Agnes Jeruto KIPROTICH,1982-02-05,KEN,1,Düsseldorf (GER),2012-04-29,30,38,2012,8749.0
1028,2:25:49,Amane GOBENA,1986-09-11,ETH,1,Mumbai (IND),2018-01-21,31,34,2018,8749.0
1029,2:25:49,Ruth CHEBITOK,1990-12-26,KEN,1,Barcelona (ESP),2018-03-11,27,29,2018,8749.0
1030,2:25:50,Asnaketch MENGISTU,1986-05-09,ETH,1,Milano (ITA),2010-04-11,23,34,2010,8750.0
1031,2:25:50,Ryoko KIZAKI,1985-06-21,JPN,2,Incheon (KOR),2014-10-02,29,35,2014,8750.0
1032,2:25:50,Tigist TUFA,1987-01-26,ETH,3,"New York, NY (USA)",2015-11-01,28,33,2015,8750.0
1033,2:25:50,Ashete BEKERE,1988-04-17,ETH,7,Tokyo (JPN),2016-02-28,27,32,2016,8750.0
1034,2:25:51,Yurika NAKAMURA,1986-04-01,JPN,1,Nagoya (JPN),2008-03-09,21,34,2008,8751.0
1035,2:25:51,Yoko SHIBUI,1979-03-14,JPN,4,Tokyo (JPN),2008-11-16,29,41,2008,8751.0
1036,2:25:51,Shalane FLANAGAN,1981-07-08,USA,9,"Olympic Stadium, London (GBR)",2012-08-05,31,39,2012,8751.0
1037,2:25:51,Haimanot ALEMAYEHU,1990-06-17,ETH,2,Sevilla (ESP),2018-02-25,27,30,2018,8751.0
1038,2:25:51,Ruti AGA,1994-01-16,ETH,3,"New York, NY (USA)",2019-11-03,25,26,2019,8751.0
1039,2:25:52,Miyoko TAKAHASHI-ASAHINA,1969-09-24,JPN,1,Rotterdam (NED),1994-04-17,24,51,1994,8752.0
1040,2:25:52,Nicole CARROLL,1972-01-14,AUS,4,London (GBR),1999-04-18,27,48,1999,8752.0
1041,2:25:52,Kayoko OBATA,1971-09-18,JPN,2,Osaka (JPN),2006-01-29,34,49,2006,8752.0
1042,2:25:52,Atsede HABTAMU,1987-10-26,ETH,1,Daegu (KOR),2011-04-10,23,33,2011,8752.0
1043,2:25:52,Lornah KIPLAGAT,1974-05-01,NED,3,Amsterdam (NED),2011-10-16,37,46,2011,8752.0
1044,2:25:52,Abebech AFEWORK,1990-12-11,ETH,1,"Houston, TX (USA)",2014-01-19,23,30,2014,8752.0
1045,2:25:52,Margaret AGAI,1988-06-10,KEN,1,Seoul (KOR),2017-03-19,28,32,2017,8752.0
1046,2:25:52,Tigist TUFA,1987-01-26,ETH,8,London (GBR),2017-04-23,30,33,2017,8752.0
1047,2:25:52,Sylvia Jebiwot KIBET,1984-03-28,KEN,1,Rabat (MAR),2019-04-21,35,36,2019,8752.0
1048,2:25:53,Lisa MARTIN,1960-05-12,AUS,2,"Olympic Stadium, Jamsil, Seoul (KOR)",1988-09-23,28,60,1988,8753.0
1049,2:25:53,Hellen Jemaiyo KIMUTAI,1977-12-28,KEN,1,Hamburg (GER),2003-04-27,25,42,2003,8753.0
1050,2:25:53,Tatyana PETROVA,1983-04-08,RUS,4f1,Dubai (UAE),2009-01-16,25,37,2009,8753.0
1051,2:25:53,Xueqin WANG,1991-01-01,CHN,4,Chongqing (CHN),2012-03-18,21,29,2012,8753.0
1052,2:25:53,Emebet ETAA BEDADA,1990-01-11,ETH,2,Seoul (KOR),2013-03-17,23,30,2013,8753.0
1053,2:25:53,Firehiwot Tesfaye DADO,1984-01-09,ETH,3,Dubai (UAE),2014-01-24,30,36,2014,8753.0
1054,2:25:53,Abebech AFEWORK,1990-12-11,ETH,3,Ottawa (CAN),2015-05-24,24,30,2015,8753.0
1055,2:25:53,Sara MOREIRA,1985-10-17,POR,4,"New York, NY (USA)",2015-11-01,30,35,2015,8753.0
1056,2:25:53,Visiline JEPKESHO,1989-12-30,KEN,1,Paris (FRA),2016-04-03,26,30,2016,8753.0
1057,2:25:54,Bedatu HIRPA,1999-04-28,ETH,3,Sevilla (ESP),2018-02-25,18,21,2018,8754.0
1058,2:25:54,Yenenesh TILAHUN DINKESA,1994-09-22,ETH,3,Sevilla (ESP),2019-02-17,24,26,2019,8754.0
1059,2:25:55,Guixia ZHENG,1973-06-24,CHN,7,Beijing (CHN),2001-10-14,28,47,2001,8755.0
1060,2:25:55,Yanan WEI,1981-12-06,CHN,2,Seoul (KOR),2005-03-13,23,39,2005,8755.0
1061,2:25:55,Desiree DAVILA,1983-07-26,USA,2,"Houston, TX (USA)",2012-01-14,28,37,2012,8755.0
1062,2:25:55,Albina MAYOROVA,1977-05-16,RUS,1,Yokohama (JPN),2013-11-17,36,43,2013,8755.0
1063,2:25:55,Zinash MEKONNEN,1996-09-11,ETH,7,Amsterdam (NED),2018-10-21,22,24,2018,8755.0
1064,2:25:56,Véronique MAROT,1955-09-16,GBR,1,London (GBR),1989-04-23,33,65,1989,8756.0
1065,2:25:56,Marleen RENDERS,1968-12-24,BEL,2,Rotterdam (NED),1997-04-20,28,51,1997,8756.0
1066,2:25:56,Harumi HIROYAMA-SUZUKI,1968-09-02,JPN,3,Osaka (JPN),2005-01-30,36,52,2005,8756.0
1067,2:25:56,Yuko WATANABE,1987-11-03,JPN,2,Osaka (JPN),2013-01-27,25,33,2013,8756.0
1068,2:25:56,Bizunesh DEBA,1987-09-08,ETH,2,"New York, NY (USA)",2013-11-03,26,33,2013,8756.0
1069,2:25:56,Meseret MENGISTU,1990-03-06,ETH,1,Beijing (CHN),2016-09-17,26,30,2016,8756.0
1070,2:25:57,Katrin DÖRRE-HEINIG,1961-10-06,GER,1,Osaka (JPN),1997-01-26,35,59,1997,8757.0
1071,2:25:57,Maria GUIDA,1966-01-23,ITA,1,Carpi (ITA),1999-10-10,33,54,1999,8757.0
1072,2:25:57,Lydia CHEROMEI,1977-05-11,KEN,1,Amsterdam (NED),2008-10-19,31,43,2008,8757.0
1073,2:25:57,Genet GETANEH,1986-01-06,ETH,4,Amsterdam (NED),2011-10-16,25,34,2011,8757.0
1074,2:25:57,Caroline Cheptanui KILEL,1981-03-21,KEN,6,"New York, NY (USA)",2011-11-06,30,39,2011,8757.0
1075,2:25:57,Florence KIPLAGAT,1987-02-27,KEN,2,"Chicago, IL (USA)",2014-10-12,27,33,2014,8757.0
1076,2:25:57,Prisca JEPTOO,1984-06-24,KEN,4,Amsterdam (NED),2016-10-16,32,36,2016,8757.0
1077,2:25:57,Ashete BEKERE,1988-04-17,ETH,2,Seoul (KOR),2017-03-19,28,32,2017,8757.0
1078,2:25:57,Waganesh MEKASHA,1992-01-16,ETH,1,Hengshui (CHN),2018-09-29,26,28,2018,8757.0
1079,2:25:58,Valeria STRANEO,1976-04-05,ITA,2,"Luzhniki, Moskva (RUS)",2013-08-10,37,44,2013,8758.0
1080,2:25:58,Aberu Mekuria ZENNEBE,1983-12-24,ETH,13,Dubai (UAE),2015-01-23,31,36,2015,8758.0
1081,2:25:58,Meskerem ASSEFA,1991-10-03,ETH,4,Paris (FRA),2015-04-12,23,29,2015,8758.0
1082,2:25:58,Amane GOBENA,1986-09-11,ETH,2,Saitama (JPN),2016-11-13,30,34,2016,8758.0
1083,2:25:58,Meseret MENGISTU,1990-03-06,ETH,1,Xiamen (CHN),2017-01-02,26,30,2017,8758.0
1084,2:25:59,Joyce CHEPCHUMBA,1970-11-06,KEN,1,"Chicago, IL (USA)",1999-10-24,28,50,1999,8759.0
1085,2:25:59,Kerryn MCCANN,1967-05-02,AUS,5,London (GBR),2000-04-16,32,53,2000,8759.0
1086,2:25:59,Tatyana PETROVA,1983-04-08,RUS,1,"Los Angeles, CA (USA)",2009-05-25,26,37,2009,8759.0
1087,2:25:59,Atsede BAYISA,1987-04-16,ETH,9,London (GBR),2012-04-22,25,33,2012,8759.0
1088,2:25:59,Meskerem ASSEFA,1991-10-03,ETH,2,"Houston, TX (USA)",2014-01-19,22,29,2014,8759.0
1089,2:25:59,Marta MEGRA,1990-12-30,ETH,2,Hengshui (CHN),2015-09-26,24,29,2015,8759.0
1090,2:25:59,Jessica TRENGOVE,1987-08-15,AUS,4,Toronto (CAN),2018-10-21,31,33,2018,8759.0
1091,2:25:59,Sentayehu LEWETEGN,1996-05-09,ETH,5,Dubai (UAE),2019-01-25,22,24,2019,8759.0
1092,2:26:00,Margaret OKAYO,1976-05-30,KEN,2,"Chicago, IL (USA)",1999-10-24,23,44,1999,8760.0
1093,2:26:00,Masako CHIBA,1976-07-18,JPN,3,"Chicago, IL (USA)",2005-10-09,29,44,2005,8760.0
1094,2:26:00,Julia Mombi MURAGA,1985-01-25,KEN,3,Osaka (JPN),2008-01-27,23,35,2008,8760.0
1095,2:26:00,Lenah CHERUIYOT,1973-03-01,KEN,3,Paris (FRA),2008-04-06,35,47,2008,8760.0
1096,2:26:00,Yeshi ESAYIAS,1985-12-28,ETH,2,Tokyo (JPN),2012-02-26,26,34,2012,8760.0
1097,2:26:00,Yukiko AKABA,1979-10-18,JPN,1,Osaka (JPN),2014-01-26,34,41,2014,8760.0
1098,2:26:00,Sara MOREIRA,1985-10-17,POR,3,"New York, NY (USA)",2014-11-02,29,35,2014,8760.0
1099,2:26:01,Rosa MOTA,1958-06-29,POR,1,"Chicago, IL (USA)",1984-10-21,26,62,1984,8761.0
1100,2:26:01,Kazumi MATSUO,1974-04-18,JPN,1,Nagoya (JPN),2001-03-11,26,46,2001,8761.0
1101,2:26:01,Lidia ŞIMON,1973-09-04,ROU,1,"Commonwealth Stadium, Edmonton (CAN)",2001-08-12,27,47,2001,8761.0
1102,2:26:01,Luminita ZAITUC,1968-10-09,GER,1,Frankfurt (GER),2001-10-28,33,52,2001,8761.0
1103,2:26:01,Jiali WANG,1986-02-01,CHN,1,Zhengzhou (CHN),2008-03-30,22,34,2008,8761.0
1104,2:26:01,Yeshi ESAYIAS,1985-12-28,ETH,2,Tokyo (JPN),2013-02-24,27,34,2013,8761.0
1105,2:26:01,Bornes CHEPKIRUI,1986-11-23,KEN,3,Osaka (JPN),2019-01-27,32,34,2019,8761.0
1106,2:26:01,Sichala KUMESHI,1995-06-19,ETH,1,Košice (SVK),2019-10-06,24,25,2019,8761.0
1107,2:26:02,Lyudmila PETROVA,1968-10-07,RUS,2,London (GBR),2004-04-18,35,52,2004,8762.0
1108,2:26:02,Kiyomi OGAWA,1981-09-15,JPN,5,Nagoya (JPN),2005-03-13,23,39,2005,8762.0
1109,2:26:02,Yong-Ok JONG,1981-01-24,PRK,1,Pyongyang (PRK),2007-04-08,26,39,2007,8762.0
1110,2:26:02,Helena Loshanyang KIROP,1976-09-09,KEN,3,Tokyo (JPN),2012-02-26,35,44,2012,8762.0
1111,2:26:02,Vivian Jepkemoi CHERUIYOT,1983-09-11,KEN,2,"New York, NY (USA)",2018-11-04,35,37,2018,8762.0
1112,2:26:02,Magdalyne MASAI,1993-11-21,KEN,2,Hamburg (GER),2019-04-28,25,27,2019,8762.0
1113,2:26:02,Lisa WEIGHTMAN,1979-01-16,AUS,5,Osaka (JPN),2020-01-26,41,41,2020,8762.0
1114,2:26:03,Makiko ITO,1973-01-18,JPN,3,Rotterdam (NED),1997-04-20,24,47,1997,8763.0
1115,2:26:03,Marisa BARROS,1980-02-25,POR,1f1,Sevilla (ESP),2009-02-22,28,40,2009,8763.0
1116,2:26:03,Gelete BURKA,1986-01-23,ETH,3,"Houston, TX (USA)",2014-01-19,27,34,2014,8763.0
1117,2:26:03,Janet Jelagat RONO,1988-12-08,KEN,5,Tokyo (JPN),2014-02-23,25,32,2014,8763.0
1118,2:26:03,Rose CHELIMO,1989-07-12,BRN,6,London (GBR),2018-04-22,28,31,2018,8763.0
1119,2:26:04,Katrin DÖRRE-HEINIG,1961-10-06,GER,1,Osaka (JPN),1996-01-28,34,59,1996,8764.0
1120,2:26:04,Takami OMINAMI,1975-11-15,JPN,2,Nagoya (JPN),2001-03-11,25,45,2001,8764.0
1121,2:26:04,Kerryn MCCANN,1967-05-02,AUS,3,"Chicago, IL (USA)",2001-10-07,34,53,2001,8764.0
1122,2:26:04,Hiromi OMINAMI,1975-11-15,JPN,7,"Chicago, IL (USA)",2006-10-22,30,45,2006,8764.0
1123,2:26:04,Yeshi ESAYIAS,1985-12-28,ETH,2,Daegu (KOR),2011-04-10,25,34,2011,8764.0
1124,2:26:04,Paskalia Chepkorir KIPKOECH,1988-12-22,KEN,5,Paris (FRA),2019-04-14,30,31,2019,8764.0
1125,2:26:04,Sylvia Jebiwot KIBET,1984-03-28,KEN,7,Frankfurt (GER),2019-10-27,35,36,2019,8764.0
1126,2:26:05,Fatuma ROBA,1973-12-18,ETH,1,"Olympic Stadium, Atlanta, GA (USA)",1996-07-28,22,46,1996,8765.0
1127,2:26:05,Maria GUIDA,1966-01-23,ITA,1,München (GER),2002-08-10,36,54,2002,8765.0
1128,2:26:05,Asha GIGI,1973-10-15,ETH,2,Paris (FRA),2004-04-04,30,47,2004,8765.0
