Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age
1051,2:07:58,Stephen MOKOKA,1985-01-31,RSA,3,Otsu (JPN),2019-03-10,34,35
1052,2:07:58,Barselius KIPYEGO,1993-07-22,KEN,5,Paris (FRA),2019-04-14,25,27
1054,2:07:59,Joseph Kahugu NJOROGE,1971-06-07,KEN,4,"Chicago, IL (USA)",1998-10-11,27,49
1055,2:07:59,Yoshiteru MORISHITA,1971-05-26,JPN,4,Otsu (JPN),2001-03-04,29,49
1056,2:07:59,Steven CHEPTOT MATEBO,1974-03-30,KEN,3,Amsterdam (NED),2002-10-20,28,46
1057,2:07:59,Antonio PENA,1970-08-26,ESP,2,Otsu (JPN),2003-03-02,32,50
1058,2:07:59,Paul TERGAT,1969-06-17,KEN,4,London (GBR),2003-04-13,33,51
1059,2:07:59,Toshinari TAKAOKA,1970-09-24,JPN,3,Fukuoka (JPN),2003-12-07,33,50
1060,2:07:59,Hicham CHATT,1969-02-18,MAR,7,London (GBR),2006-04-23,37,51
1061,2:07:59,Bekana DABA,1988-07-29,ETH,4,"Chicago, IL (USA)",2011-10-09,23,32
1062,2:07:59,Aadam Ismaeel KHAMIS,1989-02-12,BRN,1,Valencia (ESP),2011-11-27,22,31
1063,2:07:59,Bedan KAROKI,1990-08-21,KEN,9,"Chicago, IL (USA)",2018-10-07,28,30
1064,2:08:00,Sammy LELEI,1964-08-14,KEN,3,Berlin (GER),1997-09-28,33,56
1065,2:08:00,Ondoro OSORO,1967-12-03,KEN,3,"Chicago, IL (USA)",1999-10-24,31,53
1066,2:08:00,Gebregziabher GEBREMARIAM,1984-10-12,ETH,4,"New York, NY (USA)",2011-11-06,27,36
1067,2:08:00,Pius Dominic ONDORO,1988-03-03,KEN,1,See Genezareth (ISR),2013-01-10,24,32
1068,2:08:00,Kazuhiro MAEDA,1981-04-19,JPN,4,Tokyo (JPN),2013-02-24,31,39
1069,2:08:00,Marius KIPSEREM,1988-05-17,KEN,2,Eindhoven (NED),2016-10-09,28,32
1070,2:08:00,Titus EKIRU,1992-01-02,KEN,1,"Honolulu, HI (USA)",2019-12-08,27,28
1071,2:08:00,Amos KIPRUTO,1992-09-16,KEN,18,Tokyo (JPN),2020-03-01,27,28
1072,2:08:01,Alberto JUZDADO,1966-08-20,ESP,1,Tokyo (JPN),1998-02-08,31,54
1073,2:08:01,Samson RAMADHANI,1982-12-25,TAN,5,London (GBR),2003-04-13,20,37
1074,2:08:01,Philip MANYIM,1978-03-24,KEN,4,Berlin (GER),2007-09-30,29,42
1075,2:08:01,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Dubai (UAE),2008-01-18,36,48
1076,2:08:01,Benjamin KIPTOO,1979-01-10,KEN,4,Paris (FRA),2010-04-11,31,41
1077,2:08:01,Nicholas KEMBOI,1983-11-25,QAT,2,Valencia (ESP),2011-11-27,28,37
1078,2:08:01,Francis Kipkoech BOWEN,1973-10-12,KEN,3,Valencia (ESP),2011-11-27,38,47
1079,2:08:01,Julius NDERITU,1979-10-07,KEN,14,Dubai (UAE),2012-01-27,32,41
1080,2:08:01,Emmanuel MUTAI,1984-10-12,KEN,6,London (GBR),2012-04-22,27,36
1081,2:08:01,Stephen KIPROTICH,1989-02-27,UGA,1,"Olympic Stadium, London (GBR)",2012-08-12,23,31
1082,2:08:01,Tadesse TOLA,1987-10-31,ETH,4,Eindhoven (NED),2012-10-14,24,33
1083,2:08:01,Laban MUTAI,1988-01-15,KEN,4,Köln (GER),2012-10-14,24,32
1084,2:08:01,Stephen CHEBOGUT,1985-01-09,KEN,3,Hamburg (GER),2015-04-26,30,35
1085,2:08:01,Hamza SAHLI,1993-05-10,MAR,1,Oita (JPN),2020-02-02,26,27
1086,2:08:02,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Rotterdam (NED),1997-04-20,25,48
1087,2:08:02,Peter GITHUKA,1969-02-14,KEN,4,"Chicago, IL (USA)",2000-10-22,31,51
1088,2:08:02,Jackson KOECH,1978-12-26,KEN,2,Rotterdam (NED),2005-04-10,26,41
1089,2:08:02,Stephen CHEBOGUT,1985-01-09,KEN,6,Paris (FRA),2011-04-10,26,35
1090,2:08:02,James Kipsang KWAMBAI,1983-02-28,KEN,5,Tokyo (JPN),2013-02-24,29,37
1091,2:08:02,Shami Abdullah DAWIT,1984-07-16,ETH,4,Amsterdam (NED),2013-10-20,29,36
1092,2:08:02,Lukas Lokobe KANDA,1983-01-01,KEN,3,Paris (FRA),2014-04-06,31,37
1093,2:08:02,Deribe ROBI,1990-09-26,ETH,4,Rotterdam (NED),2014-04-13,23,30
1094,2:08:02,Bernard Kiprop KOECH,1988-01-31,KEN,3,Rotterdam (NED),2015-04-12,27,32
1095,2:08:02,Barnabas KIPTUM,1986-12-08,KEN,2,Gold Coast (AUS),2019-07-07,32,34
1096,2:08:02,Fikre WORKNEH,1988-05-11,ETH,6,Marrakesh (MAR),2020-01-26,31,32
1097,2:08:03,Abdelkader EL MOUAZIZ,1969-01-01,MAR,6,London (GBR),2003-04-13,34,51
1098,2:08:03,Gashaw MELESE ASFAW,1978-09-26,ETH,1,Paris (FRA),2006-04-09,27,42
1099,2:08:03,Marilson GOMES DOS SANTOS,1977-08-06,BRA,7,London (GBR),2012-04-22,34,43
1100,2:08:03,Laban MUTAI,1988-01-15,KEN,1,Linz (AUT),2014-04-06,26,32
1101,2:08:03,Birhanu GEDEFA,1984-03-16,ETH,1,"Houston, TX (USA)",2015-01-18,30,36
1102,2:08:03,Micah Kemboi KOGO,1986-06-30,KEN,4,Paris (FRA),2016-04-03,29,34
1103,2:08:03,Robert KWAMBAI,1985-11-22,KEN,3,Gongju (KOR),2016-10-16,30,35
1104,2:08:03,Cosmas BIRECH,1986-03-21,KEN,1,Roma (ITA),2018-04-08,32,34
1105,2:08:03,Albert KORIR,1994-03-02,KEN,1,Ottawa (CAN),2019-05-26,25,26
1106,2:08:03,Gezaw BEKELE MEGERSSA,1987-01-01,ETH,7,Marrakesh (MAR),2020-01-26,33,33
1107,2:08:03,Natsuki TERADA,1991-08-30,JPN,3,Fukuoka (JPN),2020-12-06,29,29
1108,2:08:04,Zithulele SINQE,1963-06-09,RSA,1,Port Elizabeth (RSA),1986-05-03,22,57
1109,2:08:04,Salim KIPSANG,1979-12-22,KEN,1,Paris (FRA),2005-04-10,25,40
1110,2:08:04,Bong-ju LEE,1970-10-11,KOR,1,Seoul (KOR),2007-03-18,36,50
1111,2:08:04,Abel KIRUI,1982-06-04,KEN,5,London (GBR),2010-04-25,27,38
1112,2:08:04,Getu FELEKE,1986-11-28,ETH,4,Praha (CZE),2010-05-09,23,34
1113,2:08:04,Ryan HALL,1982-10-14,USA,5,"Chicago, IL (USA)",2011-10-09,28,38
1114,2:08:04,Charles Kiama MUNYEKI,1988-11-02,KEN,5,Eindhoven (NED),2011-10-09,22,32
1115,2:08:04,Lukas Lokobe KANDA,1983-01-01,KEN,1,Roma (ITA),2012-03-18,29,37
1116,2:08:04,Deribe ROBI,1990-09-26,ETH,1,Marrakesh (MAR),2014-01-26,23,30
1117,2:08:04,Laban Kipngetich KORIR,1985-06-30,KEN,5,Hamburg (GER),2014-05-04,28,35
1118,2:08:04,Gilbert YEGON,1988-08-06,KEN,2,Valencia (ESP),2016-11-20,28,32
1119,2:08:04,Sisay LEMMA,1990-12-12,ETH,3,Dubai (UAE),2017-01-20,26,29
1120,2:08:04,Gebretsadik ABRAHA,1992-07-16,ETH,1,Guangzhou (CHN),2019-12-08,27,28
1121,2:08:05,Steve JONES,1955-08-04,GBR,1,"Chicago, IL (USA)",1984-10-21,29,65
1122,2:08:05,Martin FIZ,1963-03-03,ESP,1,Otsu (JPN),1997-03-02,33,57
1123,2:08:05,Hiroshi MIKI,1975-06-10,JPN,2,Tokyo (JPN),1999-02-14,23,45
1124,2:08:05,Eliud KIPTANUI,1989-06-06,KEN,5,Berlin (GER),2010-09-26,21,31
1125,2:08:05,Augustine RONO,1982-01-01,KEN,6,Eindhoven (NED),2011-10-09,29,38
1126,2:08:05,Stephen KIBET,1986-11-09,KEN,4,Rotterdam (NED),2012-04-15,25,34
1127,2:08:05,Stephen KIPROTICH,1989-02-27,UGA,6,London (GBR),2013-04-21,24,31
1128,2:08:05,Tariku JUFAR,1984-07-18,ETH,1,Ottawa (CAN),2013-05-26,28,36
1129,2:08:05,Sammy Kigen KORIR,1985-09-29,KEN,4,Eindhoven (NED),2014-10-12,29,35
1130,2:08:05,Dadi Yami GEMEDA,1982-01-01,ETH,4,Seoul (KOR),2015-03-15,33,38
1131,2:08:05,Robert CHEMOSIN,1989-02-01,KEN,2,Warszawa (POL),2015-04-26,26,31
1132,2:08:05,Yassine RACHIK,1993-06-11,ITA,9,London (GBR),2019-04-28,25,27
1133,2:08:05,Stephen MOKOKA,1985-01-31,RSA,2,Otsu (JPN),2020-03-08,35,35
1134,2:08:06,Josiah THUGWANE,1971-04-15,RSA,3,London (GBR),1997-04-13,25,49
1135,2:08:06,Paul TERGAT,1969-06-17,KEN,6,London (GBR),2007-04-22,37,51
1136,2:08:06,John Kipkorir KOMEN,1977-08-28,KEN,2,Reims (FRA),2008-10-19,31,43
1137,2:08:06,Tesfamriam Samuel TSEGAY,1988-02-24,ERI,8,London (GBR),2012-04-22,24,32
1138,2:08:06,Mariko KIPCHUMBA KIPLAGAT,1974-07-04,KEN,1,Xiamen (CHN),2014-01-02,39,46
1139,2:08:06,Tsegaye MEKONNEN,1995-06-15,ETH,5,London (GBR),2014-04-13,18,25
1140,2:08:06,John Nzau MWANGANGI,1990-01-11,KEN,6,Hamburg (GER),2014-05-04,24,30
1141,2:08:06,Abel KIRUI,1982-06-04,KEN,5,Tokyo (JPN),2016-02-28,33,38
1142,2:08:06,Julius TUWEI,1993-09-26,KEN,7,Valencia (ESP),2017-11-19,24,27
1143,2:08:06,Vincent RONO,1990-12-11,KEN,3,Ljubljana (SLO),2019-10-27,28,29
1144,2:08:06,Othmane EL GOUMRI,1992-05-28,MAR,1,Dublin (IRL),2019-10-27,27,28
1145,2:08:06,Abdela GODANA,1992-09-11,ETH,2,Oita (JPN),2020-02-02,27,28
1146,2:08:07,David TSEBE,1966-11-09,RSA,1,Berlin (GER),1992-09-27,25,54
1147,2:08:07,Toshiyuki HAYATA,1968-05-02,JPN,2,Fukuoka (JPN),1997-12-07,29,52
1148,2:08:07,Abdelkader EL MOUAZIZ,1969-01-01,MAR,2,London (GBR),1998-04-26,29,51
1149,2:08:07,Jackson Kobut KIPKOECH,1988-02-12,KEN,1f1,See Genezareth (ISR),2009-01-08,20,32
1150,2:08:07,Philip Sanga KIMUTAI,1983-09-10,KEN,2,Eindhoven (NED),2009-10-11,26,37
1151,2:08:07,Robert Kipkorir KIPCHUMBA,1984-02-24,KEN,1,Xiamen (CHN),2011-01-02,26,36
1152,2:08:07,Hailu MEKONNEN,1980-04-04,ETH,1,Hengshui (CHN),2012-09-22,32,40
1153,2:08:07,Gilbert YEGON,1988-08-06,KEN,1,Düsseldorf (GER),2014-04-27,25,32
1154,2:08:07,Patrick Kipyegon TERER,1989-07-06,KEN,1,Praha (CZE),2014-05-11,24,31
1155,2:08:07,Joel Kemboi KIMURER,1988-01-21,KEN,1,Seoul (KOR),2016-10-30,28,32
1156,2:08:07,Laban MUTAI,1988-01-15,KEN,6,Barcelona (ESP),2019-03-10,31,32
1157,2:08:07,Felix Kipchirchir KANDIE,1987-04-10,KEN,5,Berlin (GER),2019-09-29,32,33
1158,2:08:08,Djama ROBLEH,1958-01-01,DJI,2,"Chicago, IL (USA)",1985-10-20,27,62
1159,2:08:08,Erick KIMAIYO KIMASE,1969-07-08,KEN,4,London (GBR),1997-04-13,27,51
1160,2:08:08,Alberto JUZDADO,1966-08-20,ESP,3,Tokyo (JPN),2000-02-13,33,54
1161,2:08:08,Antonio PENA,1970-08-26,ESP,4,Amsterdam (NED),2002-10-20,32,50
1162,2:08:08,Yusuf SONGOKA,1979-02-05,KEN,1,Daegu (KOR),2011-04-10,32,41
1163,2:08:08,Japheth KOSGEI,1988-01-01,KEN,2,Košice (SVK),2015-10-04,27,32
1164,2:08:08,Ryo KINAME,1991-01-22,JPN,7,Tokyo (JPN),2018-02-25,27,29
1165,2:08:08,Anthony MARITIM,1986-11-12,KEN,1,Barcelona (ESP),2018-03-11,31,34
1166,2:08:08,Benson SEUREI,1984-03-27,BRN,4,Otsu (JPN),2019-03-10,34,36
1167,2:08:09,Ahmed SALAH,1956-12-31,DJI,1,Hiroshima (JPN),1985-04-14,28,63
1168,2:08:09,José Manuel MARTÍNEZ,1971-10-22,ESP,3,Rotterdam (NED),2003-04-13,31,49
1169,2:08:09,Nephat Ngotho KINYANJUI,1977-06-30,KEN,1,Beijing (CHN),2007-10-21,30,43
1170,2:08:09,Gilbert Kipruto KIRWA,1985-12-20,KEN,4,Wien (AUT),2012-04-15,26,34
1171,2:08:09,Kohei MATSUMURA,1986-11-05,JPN,8,Tokyo (JPN),2014-02-23,27,34
1172,2:08:09,Levi Omari MATEBO,1989-11-03,KEN,2,Warszawa (POL),2014-04-13,24,31
1173,2:08:09,Abrha MILAW ASEFA,1988-02-27,ETH,3,Xiamen (CHN),2015-01-03,26,32
1174,2:08:09,Sisay JISA,1982-12-29,ETH,4,Dubai (UAE),2017-01-20,34,37
1175,2:08:09,Maru TEFERI,1992-08-17,ISR,5,Frankfurt (GER),2019-10-27,27,28
1176,2:08:09,Mark Kosgei KIPTOO,1976-06-21,KEN,6,Frankfurt (GER),2019-10-27,43,44
1177,2:08:09,Goitom KIFLE,1993-12-03,ERI,4,Ljubljana (SLO),2019-10-27,25,27
1178,2:08:09,Derara HURISA,1997-07-12,ETH,1,Mumbai (IND),2020-01-19,22,23
1179,2:08:10,Juma IKANGAA,1960-07-19,TAN,1,Tokyo (JPN),1986-02-09,25,60
1180,2:08:10,Julius RUTO,1971-12-26,KEN,1,Paris (FRA),1999-04-04,27,48
1181,2:08:10,Sammy Kipchoge KORIR,1971-12-12,KEN,5,Amsterdam (NED),2002-10-20,30,48
1182,2:08:10,Bong-ju LEE,1970-10-11,KOR,7,London (GBR),2003-04-13,32,50
1183,2:08:10,Antonio PENA,1970-08-26,ESP,4,Fukuoka (JPN),2003-12-07,33,50
1184,2:08:10,Mbarak HUSSEIN,1965-04-04,USA,3,Seoul (KOR),2004-03-14,38,55
1185,2:08:10,Tariku JUFAR,1984-07-18,ETH,3,Hamburg (GER),2008-04-27,23,36
1186,2:08:10,Joseph Ngeny KIPROTICH,1977-07-20,KEN,3,Eindhoven (NED),2009-10-11,32,43
1187,2:08:10,Jafred Chirchir KIPCHUMBA,1983-08-08,KEN,2,Toronto (CAN),2010-09-26,27,37
1188,2:08:10,Feyisa LILESA,1990-02-01,ETH,3,"Chicago, IL (USA)",2010-10-10,20,30
1189,2:08:10,Deribe ROBI,1990-09-26,ETH,2,See Genezareth (ISR),2013-01-10,22,30
1190,2:08:10,Bernard Kiprop KIPYEGO,1986-07-16,KEN,6,Tokyo (JPN),2017-02-26,30,34
1191,2:08:11,Teferi WODAJO,1982-01-27,ETH,4,Seoul (KOR),2004-03-14,22,38
1192,2:08:11,Hosea Kiprop ROTICH,1979-08-02,KEN,2,Frankfurt (GER),2007-10-28,28,41
1193,2:08:11,Shadrack KIPLAGAT,1977-12-09,KEN,8,Paris (FRA),2009-04-05,31,43
1194,2:08:11,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,15,Dubai (UAE),2012-01-27,31,40
1195,2:08:11,Girmay Birhanu GEBRU,1987-01-27,ETH,2,Roma (ITA),2013-03-17,26,33
1196,2:08:11,Chele DECHASA,1984-06-13,ETH,7,Dubai (UAE),2015-01-23,30,36
1197,2:08:11,Markos GENETI,1984-06-07,ETH,3,Warszawa (POL),2015-04-26,30,36
1198,2:08:11,Joel Kiplimo KEMBOI,1983-06-05,KEN,2,Gongju (KOR),2015-10-11,32,37
1199,2:08:11,Tilahun REGASSA,1990-01-18,ETH,8,Dubai (UAE),2016-01-22,26,30
1200,2:08:11,Saïd AÏT ADDI,1982-06-29,MAR,8,Valencia (ESP),2017-11-19,35,38
1201,2:08:11,Raymond Kipchumba CHOGE,1988-01-02,KEN,1,Košice (SVK),2018-10-07,30,32
1202,2:08:11,Asefa MENGSTU,1988-01-22,ETH,1,Seoul (KOR),2018-11-04,30,32
1203,2:08:11,Deribe ROBI,1990-09-26,ETH,5,Otsu (JPN),2019-03-10,28,30
1204,2:08:11,Paul LONYANGATA,1992-12-12,KEN,1,Shanghai (CHN),2019-11-17,26,27
1205,2:08:12,Masakazu FUJIWARA,1981-03-06,JPN,3,Otsu (JPN),2003-03-02,21,39
1206,2:08:12,John Kipkorir KOMEN,1977-08-28,KEN,9,Paris (FRA),2009-04-05,31,43
1207,2:08:12,Luka ROTICH,1988-08-07,KEN,2,Ottawa (CAN),2013-05-26,24,32
1208,2:08:12,Gebo BURKA,1987-08-28,ETH,2,"Houston, TX (USA)",2015-01-18,27,33
1209,2:08:12,Amos KIPRUTO,1992-09-16,KEN,1,Roma (ITA),2016-04-10,23,28
1210,2:08:12,Peter Cheruiyot KIRUI,1988-01-02,KEN,3,Valencia (ESP),2016-11-20,28,32
1211,2:08:12,Felix KIRWA,1995-10-08,KEN,7,Rotterdam (NED),2017-04-09,21,25
1212,2:08:12,Reuben KERIO,1994-06-02,KEN,1,Košice (SVK),2017-10-01,23,26
1213,2:08:12,Sammy Kigen KORIR,1985-09-29,KEN,1,Rabat (MAR),2019-04-21,33,35
1214,2:08:12,Getaneh MOLLA,1994-01-10,ETH,19,Tokyo (JPN),2020-03-01,26,26
1215,2:08:13,António PINTO,1966-03-22,POR,3,London (GBR),1998-04-26,32,54
1216,2:08:13,Sammy Kipchoge KORIR,1971-12-12,KEN,1,Amsterdam (NED),1998-11-01,26,48
1217,2:08:13,Robert Kiprotich CHERUIYOT,1974-12-20,KEN,5,Amsterdam (NED),2003-10-19,28,45
1218,2:08:13,Jason MBOTE,1977-01-05,KEN,1,Seoul (KOR),2006-11-05,29,43
1219,2:08:13,John Kipkorir KOMEN,1977-08-28,KEN,1,Venezia (ITA),2009-10-25,32,43
1220,2:08:13,Yared DAGNAW SHAREW,1980-01-01,ERI,4,Eindhoven (NED),2010-10-10,30,40
1221,2:08:13,Aziz Naji EL IDRISSI,1986-12-08,MAR,1,Torino (ITA),2011-11-13,24,34
1222,2:08:13,Julius Kipkorir KIPLIMO,1985-06-06,KEN,2,Hengshui (CHN),2012-09-22,27,35
1223,2:08:13,Mule WASIHUN,1993-10-20,ETH,6,Rotterdam (NED),2018-04-08,24,27
1224,2:08:13,Geoffrey KAMWOROR,1992-11-28,KEN,1,"New York, NY (USA)",2019-11-03,26,28
1225,2:08:14,Martin FIZ,1963-03-03,ESP,1,Otsu (JPN),2000-03-05,37,57
1226,2:08:14,Sammy Kipchoge KORIR,1971-12-12,KEN,3,Rotterdam (NED),2001-04-22,29,48
1227,2:08:14,Joshua CHELANGA,1973-04-07,KEN,1,Seoul (KOR),2007-11-04,34,47
1228,2:08:14,Gebregziabher GEBREMARIAM,1984-10-12,ETH,1,"New York, NY (USA)",2010-11-07,26,36
1229,2:08:14,Gideon Kipkemoi KIPKETER,1992-11-10,KEN,7,Amsterdam (NED),2012-10-21,19,28
1230,2:08:14,Lukas Lokobe KANDA,1983-01-01,KEN,1,Valencia (ESP),2012-11-18,29,37
1231,2:08:14,Yuki KAWAUCHI,1987-03-05,JPN,4,Seoul (KOR),2013-03-17,26,33
1232,2:08:14,Sylvester Kimeli TEIMET,1984-06-04,KEN,6,Paris (FRA),2013-04-07,28,36
1233,2:08:14,Abraham CHERKOS,1989-09-23,ETH,5,Seoul (KOR),2015-03-15,25,31
1234,2:08:14,Girmay Birhanu GEBRU,1987-01-27,ETH,1,Ottawa (CAN),2015-05-24,28,33
1235,2:08:14,Cosmas LAGAT,1990-12-12,KEN,1,Sevilla (ESP),2016-02-21,25,29
1236,2:08:14,Felix Kipchirchir KANDIE,1987-04-10,KEN,2,Praha (CZE),2016-05-08,29,33
1237,2:08:14,Dino SEFIR,1988-05-28,ETH,1,Ottawa (CAN),2016-05-29,28,32
1238,2:08:14,Yohanes GHEBREGERGIS,1989-01-01,ERI,7,Tokyo (JPN),2017-02-26,28,31
1239,2:08:14,Robert KWAMBAI,1985-11-22,KEN,3,Gongju (KOR),2017-10-15,31,35
1240,2:08:14,Polat Kemboi ARIKAN,1990-12-12,TUR,6,Paris (FRA),2019-04-14,28,29
1241,2:08:14,Callum HAWKINS,1992-06-22,GBR,10,London (GBR),2019-04-28,26,28
1242,2:08:14,Hamid BEN DAOUD,1996-02-19,ESP,6,Praha (CZE),2019-05-05,23,24
1243,2:08:14,Abera KUMA,1990-08-31,ETH,2,Ottawa (CAN),2019-05-26,28,30
1244,2:08:15,Takeyuki NAKAYAMA,1959-12-20,JPN,2,Hiroshima (JPN),1985-04-14,25,60
1245,2:08:15,Willie MTOLO,1964-05-05,RSA,2,Port Elizabeth (RSA),1986-05-03,21,56
1246,2:08:15,Abdelkader EL MOUAZIZ,1969-01-01,MAR,1,Marrakesh (MAR),1999-01-31,30,51
1247,2:08:15,Paul TERGAT,1969-06-17,KEN,2,London (GBR),2001-04-22,31,51
1248,2:08:15,Bong-ju LEE,1970-10-11,KOR,5,Seoul (KOR),2004-03-14,33,50
1249,2:08:15,Longyun REN,1987-10-12,CHN,2,Beijing (CHN),2007-10-21,20,33
1250,2:08:15,Elias KEMBOI,1984-03-10,KEN,4,Frankfurt (GER),2009-10-25,25,36
1251,2:08:15,Daniel Kipkurgat RONO,1978-07-13,KEN,3,Toronto (CAN),2010-09-26,32,42
1252,2:08:15,David Kemboi KIYENG,1983-04-22,KEN,1,Seoul (KOR),2010-11-07,27,37
1253,2:08:15,Yuki KAWAUCHI,1987-03-05,JPN,1,Oita (JPN),2013-02-03,25,33
1254,2:08:15,Laban Kipngetich KORIR,1985-06-30,KEN,1,Toronto (CAN),2014-10-19,29,35
1255,2:08:15,Ernest NGENO,1995-05-20,KEN,1,Milano (ITA),2016-04-03,20,25
1256,2:08:15,Aychew BANTIE,1995-09-12,ETH,2,Košice (SVK),2018-10-07,23,25
1257,2:08:16,Steve JONES,1955-08-04,GBR,1,London (GBR),1985-04-21,29,65
1258,2:08:16,Steve MONEGHETTI,1962-09-26,AUS,1,Berlin (GER),1990-09-30,28,58
1259,2:08:16,Takayuki INUBUSHI,1972-08-11,JPN,4,Tokyo (JPN),2000-02-13,27,48
1260,2:08:16,Hailu NEGUSSIE,1978-04-16,ETH,1,Hofu (JPN),2002-12-15,24,42
1261,2:08:16,Tsegaye KEBEDE,1987-01-15,ETH,8,Amsterdam (NED),2007-10-21,20,33
1262,2:08:16,Vincent KIPRUTO,1987-09-13,KEN,3,Reims (FRA),2008-10-19,21,33
1263,2:08:16,Wilson Kipkemboi KIGEN,1980-08-10,KEN,2,Frankfurt (GER),2008-10-26,28,40
1264,2:08:16,Gilbert CHEPKWONY,1985-01-01,KEN,2,Daegu (KOR),2012-04-08,27,35
1265,2:08:16,Philip KANGOGO,1983-12-12,KEN,1,Barcelona (ESP),2015-03-15,31,36
1266,2:08:16,Abdi NAGEEYE,1989-03-02,NED,9,Amsterdam (NED),2017-10-15,28,31
1267,2:08:16,Shogo NAKAMURA,1992-09-16,JPN,4,Berlin (GER),2018-09-16,26,28
1268,2:08:16,Andualem Belay SHIFERAW,1992-04-05,ETH,1,Castellón (ESP),2019-02-24,26,28
1269,2:08:16,Birhan NEBEBEW,1994-08-14,ETH,1,Xiamen (CHN),2020-01-05,25,26
1270,2:08:17,Paul Kipkemboi BIWOTT,1978-04-18,KEN,2,Paris (FRA),2005-04-10,26,42
1271,2:08:17,Mohamed EL HACHIMI,1980-09-05,MAR,2,Seoul (KOR),2010-11-07,30,40
1272,2:08:17,Evans Kiprop CHERUIYOT,1982-05-10,KEN,2,Dubai (UAE),2011-01-21,28,38
1273,2:08:17,Paul Kipkemboi BIWOTT,1978-04-18,KEN,2,Tokyo (JPN),2011-02-27,32,42
1274,2:08:17,Hillary Kipchirchir KIMAIYO,1981-04-30,KEN,1,Torreón (MEX),2011-03-06,29,39
1275,2:08:17,Sammy KIBET,1982-02-02,KEN,1,Warszawa (POL),2011-09-25,29,38
1276,2:08:17,Haile GEBRSELASSIE,1973-04-18,ETH,4,Tokyo (JPN),2012-02-26,38,47
1277,2:08:17,Gilbert Kipruto KIRWA,1985-12-20,KEN,6,Tokyo (JPN),2013-02-24,27,34
1278,2:08:17,Pius Dominic ONDORO,1988-03-03,KEN,2,Düsseldorf (GER),2013-04-28,25,32
1279,2:08:17,Albert Kiplagat MATEBOR,1980-12-25,KEN,5,Frankfurt (GER),2013-10-27,32,39
1280,2:08:17,Amanuel MESEL,1990-12-29,ERI,2,Valencia (ESP),2013-11-17,22,29
1281,2:08:17,Evans CHEBET,1988-11-10,KEN,2,Praha (CZE),2014-05-11,25,32
1282,2:08:17,Tesfaye DEREJE,1985-09-30,ETH,3,Gongju (KOR),2014-10-19,29,35
1283,2:08:17,Edwin KOECH,1987-12-14,KEN,5,Eindhoven (NED),2015-10-11,27,32
1284,2:08:17,Gebretsadik ABRAHA,1992-07-16,ETH,5,Paris (FRA),2016-04-03,23,28
1285,2:08:17,Albert KORIR,1994-03-02,KEN,2,Otsu (JPN),2018-03-04,24,26
1286,2:08:17,Michel GITHAE,1994-08-26,KEN,4,Fukuoka (JPN),2020-12-06,26,26
1287,2:08:18,Robert DE CASTELLA,1957-02-27,AUS,1,Fukuoka (JPN),1981-12-06,24,63
1288,2:08:18,Takeyuki NAKAYAMA,1959-12-20,JPN,1,Fukuoka (JPN),1987-12-06,27,60
1289,2:08:18,Benoit ZWIERZCHLEWSKI,1976-08-19,FRA,1,Paris (FRA),2002-04-07,25,44
1290,2:08:18,Tadayuki OJIMA,1976-11-22,JPN,2,Otsu (JPN),2004-03-07,27,44
1291,2:08:18,Philip SINGOEI,1975-12-31,KEN,1,Eindhoven (NED),2006-10-08,30,44
1292,2:08:18,Debebe TOLOSSA,1980-01-01,ETH,7,Paris (FRA),2012-04-15,32,40
1293,2:08:18,Joel Kemboi KIMURER,1988-01-21,KEN,2,Valencia (ESP),2012-11-18,24,32
1294,2:08:18,Abere KASSW,1994-12-08,ETH,8,Dubai (UAE),2014-01-24,19,26
1295,2:08:18,Geoffrey MUTAI,1981-10-07,KEN,6,London (GBR),2014-04-13,32,39
1296,2:08:18,Mulugeta WAMI,1982-07-17,ETH,2,Ottawa (CAN),2014-05-25,31,38
1297,2:08:18,Daniel KINYUA,1992-05-25,KEN,7,Frankfurt (GER),2014-10-26,22,28
1298,2:08:18,Robert KWAMBAI,1985-11-22,KEN,4,Xiamen (CHN),2015-01-03,29,35
1299,2:08:18,Philemon RONO,1991-02-08,KEN,4,Hamburg (GER),2015-04-26,24,29
1300,2:08:18,Amanuel MESEL,1990-12-29,ERI,4,Warszawa (POL),2015-04-26,24,29
1301,2:08:18,Patrick Makau MUSYOKI,1985-03-02,KEN,1,Fukuoka (JPN),2015-12-06,30,35
1302,2:08:18,Reuben KERIO,1994-06-02,KEN,1,Madrid (ESP),2019-04-27,24,26
1303,2:08:19,Simon LOPUYET,1972-12-24,KEN,4,Rotterdam (NED),1997-04-20,24,47
1304,2:08:19,Fred KIPROP,1974-06-03,KEN,2,"Chicago, IL (USA)",1997-10-19,23,46
1305,2:08:19,Dmytri BARANOVSKIY,1979-07-28,UKR,3,Fukuoka (JPN),2009-12-06,30,41
1306,2:08:19,Sahle WARGA,1984-01-30,ETH,7,Paris (FRA),2013-04-07,29,36
1307,2:08:19,Abraham GIRMA,1986-09-21,ETH,8,Paris (FRA),2013-04-07,26,34
