Rank,Mark,Competitor,DOB,Nat,Pos,Venue,Date,Age at race,Current age,Year of the race,Temp,TimeSec
859,2:07:39,Masato IMAI,1984-04-02,JPN,7,Tokyo (JPN),2015-02-22,30,36,2015,6.3,7659.0
860,2:07:39,Victor KIPCHIRCHIR,1987-12-05,KEN,1,Valencia (ESP),2016-11-20,28,33,2016,15.2,7659.0
861,2:07:39,Alfers LAGAT,1986-08-07,KEN,5,Tokyo (JPN),2017-02-26,30,34,2017,8.3,7659.0
862,2:07:39,Tesfaye ABERA,1992-03-31,ETH,8,Amsterdam (NED),2017-10-15,25,28,2017,16.1,7659.0
863,2:07:39,Koen NAERT,1989-09-03,BEL,7,Rotterdam (NED),2019-04-07,29,31,2019,13.3,7659.0
864,2:07:39,Abdi NAGEEYE,1989-03-02,NED,9,Amsterdam (NED),2019-10-20,30,31,2019,11.2,7659.0
865,2:07:39,Tadashi ISSHIKI,1994-06-05,JPN,15,Tokyo (JPN),2020-03-01,25,26,2020,11.8,7659.0
866,2:07:40,Hiromi TANIGUCHI,1960-04-05,JPN,2,Beijing (CHN),1988-10-16,28,60,1988,15.1,7660.0
867,2:07:40,Daniel NJENGA,1976-05-07,KEN,2,"Chicago, IL (USA)",2006-10-22,30,44,2006,4.1,7660.0
868,2:07:40,Paul Kipkemboi BIWOTT,1978-04-18,KEN,3,Eindhoven (NED),2010-10-10,32,42,2010,13.1,7660.0
869,2:07:40,Deressa CHIMSA,1976-11-21,ETH,7,Tokyo (JPN),2014-02-23,37,44,2014,5.5,7660.0
870,2:07:40,Stephen MOKOKA,1985-01-31,RSA,2,Shanghai (CHN),2015-11-08,30,35,2015,13.7,7660.0
871,2:07:40,Dadi Yami GEMEDA,1982-01-01,ETH,4,Marrakesh (MAR),2020-01-26,38,38,2020,11.5,7660.0
872,2:07:41,Elijah LAGAT,1966-06-19,KEN,1,Berlin (GER),1997-09-28,31,54,1997,8.3,7661.0
873,2:07:41,Simon BIWOTT,1972-03-03,KEN,3,Rotterdam (NED),1999-04-18,27,48,1999,5.6,7661.0
874,2:07:41,Daniel NJENGA,1976-05-07,KEN,3,"Chicago, IL (USA)",2003-10-12,27,44,2003,14.7,7661.0
875,2:07:41,Toshinari TAKAOKA,1970-09-24,JPN,1,Tokyo (JPN),2005-02-13,34,50,2005,4.7,7661.0
876,2:07:41,Philip MANYIM,1978-03-24,KEN,1,Berlin (GER),2005-09-25,27,42,2005,16.9,7661.0
877,2:07:41,Martin Kiptolo LEL,1978-10-29,KEN,1,London (GBR),2007-04-22,28,42,2007,16.4,7661.0
878,2:07:41,Negari Getachew TERFA,1983-01-01,ETH,3,Berlin (GER),2009-09-20,26,37,2009,17.7,7661.0
879,2:07:41,Alfred KERING,1978-11-20,KEN,4,Paris (FRA),2011-04-10,32,42,2011,18.3,7661.0
880,2:07:41,Debebe TOLOSSA,1980-01-01,ETH,2,"Houston, TX (USA)",2012-01-15,32,40,2012,14.7,7661.0
881,2:07:41,Charles Kiama MUNYEKI,1988-11-02,KEN,6,Seoul (KOR),2012-03-18,23,32,2012,7.6,7661.0
882,2:07:41,Girma BEYENE,1983-11-28,ETH,2,Marrakesh (MAR),2013-01-27,29,37,2013,12.8,7661.0
883,2:07:41,Bedan KAROKI,1990-08-21,KEN,3,London (GBR),2017-04-23,26,30,2017,11.7,7661.0
884,2:07:42,Simon BIWOTT,1972-03-03,KEN,1,Berlin (GER),2000-09-10,28,48,2000,17.4,7662.0
885,2:07:42,William KIPLAGAT,1972-06-21,KEN,1,Rotterdam (NED),2003-04-13,30,48,2003,11.9,7662.0
886,2:07:42,José RÍOS,1974-03-15,ESP,1,Otsu (JPN),2004-03-07,29,46,2004,,7662.0
887,2:07:42,Kenai Kiprotich KENEI,1978-01-01,KEN,3,Hamburg (GER),2007-04-29,29,42,2007,10.3,7662.0
888,2:07:42,Kaan Kigen ÖZBILEN,1986-01-15,KEN,4,Paris (FRA),2015-04-12,29,34,2015,11.8,7662.0
889,2:07:42,Abayneh AYELE,1987-11-04,ETH,5,Paris (FRA),2017-04-09,29,33,2017,17.6,7662.0
890,2:07:43,Erick KIMAIYO KIMASE,1969-07-08,KEN,2,Berlin (GER),1997-09-28,28,51,1997,8.3,7663.0
891,2:07:43,William KIPSANG,1977-06-26,KEN,2,Seoul (KOR),2004-03-14,26,43,2004,6.9,7663.0
892,2:07:43,Girma ASSEFA,1986-06-20,ETH,5,Paris (FRA),2011-04-10,24,34,2011,18.3,7663.0
893,2:07:43,Gemechu WORKU,1985-01-01,ETH,4,See Genezareth (ISR),2012-01-12,27,35,2012,,7663.0
894,2:07:43,Jairus CHANCHIMA,1984-12-05,KEN,7,Seoul (KOR),2012-03-18,27,36,2012,7.6,7663.0
895,2:07:43,Dadi Yami GEMEDA,1982-01-01,ETH,8,"Chicago, IL (USA)",2012-10-07,30,38,2012,7.2,7663.0
896,2:07:43,Elija KEMBOI,1984-09-10,KEN,4,Daegu (KOR),2014-04-06,29,36,2014,9.2,7663.0
897,2:07:43,Feysa BEKELE,1983-08-04,ETH,1,Seoul (KOR),2014-11-09,31,37,2014,9.4,7663.0
898,2:07:43,Sammy KITWARA,1986-11-26,KEN,6,London (GBR),2015-04-26,28,34,2015,9.8,7663.0
899,2:07:43,Titus EKIRU,1992-01-02,KEN,1,Sevilla (ESP),2017-02-19,25,28,2017,13.4,7663.0
901,2:07:44,Bong-ju LEE,1970-10-11,KOR,2,Rotterdam (NED),1998-04-19,27,50,1998,9.4,7664.0
902,2:07:44,Daniel NJENGA,1976-05-07,KEN,2,"Chicago, IL (USA)",2004-10-10,28,44,2004,12.7,7664.0
903,2:07:44,Abderrahim GOUMRI,1976-05-21,MAR,2,London (GBR),2007-04-22,30,44,2007,16.4,7664.0
904,2:07:44,Hendrick RAMAALA,1972-02-02,RSA,5,London (GBR),2009-04-26,37,48,2009,13.8,7664.0
905,2:07:44,John KIPROTICH,1989-03-30,KEN,3,Wien (AUT),2012-04-15,23,31,2012,10.6,7664.0
906,2:07:44,Jaouad GHARIB,1972-05-22,MAR,4,London (GBR),2012-04-22,39,48,2012,9.0,7664.0
907,2:07:44,Paul LONYANGATA,1992-12-12,KEN,2,Xiamen (CHN),2013-01-05,20,28,2013,10.8,7664.0
908,2:07:44,Stephen CHEMLANY,1982-08-09,KEN,4,Berlin (GER),2013-09-29,31,38,2013,9.2,7664.0
909,2:07:44,Gilbert Kipruto KIRWA,1985-12-20,KEN,5,Paris (FRA),2015-04-12,29,34,2015,11.8,7664.0
910,2:07:45,Gert THYS,1971-11-12,RSA,3,"Chicago, IL (USA)",1998-10-11,26,49,1998,14.4,7665.0
911,2:07:45,Simretu ALEMAYEHU,1970-10-18,ETH,1,Torino (ITA),2001-04-01,30,50,2001,11.7,7665.0
912,2:07:45,Edwin KOMEN,1980-01-01,KEN,3,Seoul (KOR),2008-03-16,28,40,2008,6.8,7665.0
913,2:07:45,Teferi WODAJO,1982-01-27,ETH,4,Amsterdam (NED),2009-10-18,27,38,2009,7.3,7665.0
914,2:07:45,Moses Kigen KIPKOSGEI,1983-01-10,KEN,12,Dubai (UAE),2012-01-27,29,37,2012,17.7,7665.0
915,2:07:45,Tadesse ABRAHAM,1982-08-12,ERI,1,Zürich (SUI),2013-04-07,30,38,2013,3.2,7665.0
916,2:07:45,Kaan Kigen ÖZBILEN,1986-01-15,KEN,3,Amsterdam (NED),2015-10-18,29,34,2015,8.7,7665.0
917,2:07:45,Abel KIRUI,1982-06-04,KEN,4,London (GBR),2017-04-23,34,38,2017,11.7,7665.0
918,2:07:45,Marius KIMUTAI,1992-12-10,BRN,4,Seoul (KOR),2018-03-18,25,28,2018,8.9,7665.0
919,2:07:45,Haimro ALMAYA,1990-06-08,ISR,13,Sevilla (ESP),2020-02-23,29,30,2020,16.2,7665.0
920,2:07:45,Yuta SHITARA,1991-12-18,JPN,16,Tokyo (JPN),2020-03-01,28,28,2020,11.8,7665.0
921,2:07:46,Julio REY,1972-01-13,ESP,1,Hamburg (GER),2001-04-22,29,48,2001,5.3,7666.0
922,2:07:46,Patrick Mutuku IVUTI,1978-07-30,KEN,5,"Chicago, IL (USA)",2005-10-09,27,42,2005,12.1,7666.0
923,2:07:46,Nicholas Chelimo KIPKORIR,1983-01-08,KEN,5,Amsterdam (NED),2009-10-18,26,37,2009,7.3,7666.0
924,2:07:46,Feyisa LILESA,1990-02-01,ETH,4,London (GBR),2013-04-21,23,30,2013,8.6,7666.0
925,2:07:46,Chesari Kirui JACOB,1984-04-06,KEN,4,Frankfurt (GER),2013-10-27,29,36,2013,15.7,7666.0
926,2:07:46,Abrha MILAW ASEFA,1988-02-27,ETH,7,Dubai (UAE),2014-01-24,25,32,2014,19.4,7666.0
927,2:07:46,Evans KIPLAGAT,1988-03-05,KEN,2,Seoul (KOR),2014-11-09,26,32,2014,9.4,7666.0
928,2:07:46,Emmanuel MUTAI,1984-10-12,KEN,4,Berlin (GER),2015-09-27,30,36,2015,10.5,7666.0
929,2:07:46,Stephen KIPROTICH,1989-02-27,UGA,4,Tokyo (JPN),2016-02-28,27,31,2016,8.8,7666.0
930,2:07:46,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,4,London (GBR),2016-04-24,20,25,2016,7.3,7666.0
931,2:07:46,Getu FELEKE,1986-11-28,ETH,3,Frankfurt (GER),2017-10-29,30,34,2017,10.8,7666.0
932,2:07:46,Augustino Paulo SULLE,1997-10-13,TAN,2,Toronto (CAN),2018-10-21,21,23,2018,4.1,7666.0
933,2:07:46,Morris Munene GACHAGA,1995-04-07,KEN,4,Paris (FRA),2019-04-14,24,25,2019,5.9,7666.0
934,2:07:46,Abrar OSMAN,1994-01-01,ERI,10,Amsterdam (NED),2019-10-20,25,26,2019,11.2,7666.0
935,2:07:46,Thomas KIPLAGAT,1987-03-01,KEN,10,Valencia (ESP),2019-12-01,32,33,2019,15.9,7666.0
936,2:07:47,Antonio PENA,1970-08-26,ESP,2,Berlin (GER),2000-09-10,30,50,2000,17.4,7667.0
937,2:07:47,Moses TANUI,1965-08-20,KEN,3,"Chicago, IL (USA)",2000-10-22,35,55,2000,15.6,7667.0
938,2:07:47,Felix LIMO,1980-08-22,KEN,3,London (GBR),2007-04-22,26,40,2007,16.4,7667.0
939,2:07:47,Samuel Kiplimo KOSGEI,1986-01-20,KEN,3,Praha (CZE),2011-05-08,25,34,2011,13.9,7667.0
940,2:07:47,Dathan RITZENHEIN,1982-12-30,USA,9,"Chicago, IL (USA)",2012-10-07,29,37,2012,7.2,7667.0
941,2:07:47,Wilson Kipsang KIPROTICH,1982-03-15,KEN,5,London (GBR),2013-04-21,31,38,2013,8.6,7667.0
942,2:07:47,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,3,Seoul (KOR),2015-03-15,30,36,2015,4.3,7667.0
943,2:07:47,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,2,Hamburg (GER),2015-04-26,19,25,2015,10.6,7667.0
944,2:07:47,Eliud KIPTANUI,1989-06-06,KEN,5,Berlin (GER),2016-09-25,27,31,2016,15.9,7667.0
945,2:07:47,Asefa MENGISA,1997-03-14,ETH,1,Osaka (JPN),2019-12-01,22,23,2019,6.0,7667.0
946,2:07:48,Francisco Javier CORTÉS,1971-10-26,ESP,2,Hamburg (GER),2001-04-22,29,49,2001,5.3,7668.0
947,2:07:48,Wilfred Kibet KIGEN,1975-02-23,KEN,2,Hamburg (GER),2008-04-27,33,45,2008,14.9,7668.0
948,2:07:48,Charles Waweru KAMATHI,1978-05-18,KEN,3,Berlin (GER),2008-09-28,30,42,2008,,7668.0
949,2:07:48,Patrick Mutuku IVUTI,1978-07-30,KEN,1,Praha (CZE),2009-05-10,30,42,2009,18.6,7668.0
950,2:07:48,Emmanuel MUTAI,1984-10-12,KEN,2,"Olympiastadion, Berlin (GER)",2009-08-22,24,36,2009,,7668.0
951,2:07:48,Tsegaye KEBEDE,1987-01-15,ETH,5,London (GBR),2011-04-17,24,33,2011,14.0,7668.0
952,2:07:48,Bazu WORKU HAYLA,1990-09-15,ETH,13,Dubai (UAE),2012-01-27,21,30,2012,17.7,7668.0
953,2:07:48,Arata FUJIWARA,1981-09-12,JPN,2,Tokyo (JPN),2012-02-26,30,39,2012,6.1,7668.0
954,2:07:48,Dereje DEBELE,1986-06-28,ETH,1,Düsseldorf (GER),2013-04-28,26,34,2013,7.4,7668.0
955,2:07:48,Joel Kemboi KIMURER,1988-01-21,KEN,1,Gongju (KOR),2013-10-13,25,32,2013,,7668.0
956,2:07:48,Abera KUMA,1990-08-31,ETH,10,Amsterdam (NED),2016-10-16,26,30,2016,13.4,7668.0
957,2:07:48,Tariku KINFU,1996-01-01,ETH,2,Sevilla (ESP),2017-02-19,21,24,2017,13.4,7668.0
958,2:07:48,Albert KANGOGO,1987-08-16,KEN,11,Valencia (ESP),2019-12-01,32,33,2019,15.9,7668.0
959,2:07:49,Yi-yong KIM,1973-09-20,KOR,4,Rotterdam (NED),1999-04-18,25,47,1999,5.6,7669.0
960,2:07:49,Ian SYSTER,1976-01-20,RSA,1,Beijing (CHN),2003-10-19,27,44,2003,11.3,7669.0
961,2:07:49,Jaouad GHARIB,1972-05-22,MAR,2,London (GBR),2005-04-17,32,48,2005,10.0,7669.0
962,2:07:49,Philemon Gitia BAARU,1981-05-20,KEN,2,Košice (SVK),2012-10-07,31,39,2012,12.5,7669.0
963,2:07:49,Evans Kipkosgei RUTO,1984-01-14,KEN,3,Košice (SVK),2012-10-07,28,36,2012,12.5,7669.0
964,2:07:49,Ernest NGENO,1995-05-20,KEN,2,Gongju (KOR),2016-10-16,21,25,2016,,7669.0
965,2:07:50,Boniface USISIVU,1974-09-05,KEN,4,Berlin (GER),2002-09-29,28,46,2002,11.5,7670.0
966,2:07:50,Toshinari TAKAOKA,1970-09-24,JPN,3,"Chicago, IL (USA)",2004-10-10,34,50,2004,12.7,7670.0
967,2:07:50,Jimmy Mwangangi MUINDI,1973-08-14,KEN,1,Rotterdam (NED),2005-04-10,31,47,2005,7.7,7670.0
968,2:07:50,Geoffrey MUTAI,1981-10-07,KEN,1,Eindhoven (NED),2008-10-12,27,39,2008,12.9,7670.0
969,2:07:50,Stephen KIPROTICH,1989-02-27,UGA,3,Tokyo (JPN),2012-02-26,22,31,2012,6.1,7670.0
970,2:07:50,Elisha ROTICH,1990-04-12,KEN,4,Daegu (KOR),2018-04-01,27,30,2018,16.8,7670.0
971,2:07:50,Vincent RONO,1990-12-11,KEN,3,Eindhoven (NED),2018-10-14,27,30,2018,19.3,7670.0
972,2:07:50,Mark Kosgei KIPTOO,1976-06-21,KEN,6,Frankfurt (GER),2018-10-28,42,44,2018,6.3,7670.0
973,2:07:50,Yuta SHITARA,1991-12-18,JPN,1,Gold Coast (AUS),2019-07-07,27,28,2019,16.7,7670.0
974,2:07:51,Robert DE CASTELLA,1957-02-27,AUS,1,"Boston, MA (USA)",1986-04-21,29,63,1986,12.0,7671.0
975,2:07:51,Vincent ROUSSEAU,1962-07-29,BEL,1,Rotterdam (NED),1994-04-17,31,58,1994,6.3,7671.0
976,2:07:51,Domingos CASTRO,1963-11-22,POR,1,Rotterdam (NED),1997-04-20,33,57,1997,4.7,7671.0
977,2:07:51,William KIPLAGAT,1972-06-21,KEN,4,Amsterdam (NED),2003-10-19,31,48,2003,7.1,7671.0
978,2:07:51,Jimmy Mwangangi MUINDI,1973-08-14,KEN,3,"Chicago, IL (USA)",2006-10-22,33,47,2006,4.1,7671.0
979,2:07:51,Jason MBOTE,1977-01-05,KEN,6,Amsterdam (NED),2007-10-21,30,43,2007,9.5,7671.0
980,2:07:51,Elija KEMBOI,1984-09-10,KEN,4,Košice (SVK),2012-10-07,28,36,2012,12.5,7671.0
981,2:07:51,Ghirmay GHEBRESLASSIE,1995-11-14,ERI,1,"New York, NY (USA)",2016-11-06,20,25,2016,12.0,7671.0
982,2:07:51,Abdi FUFA,1995-09-27,ETH,14,Dubai (UAE),2020-01-24,24,25,2020,20.6,7671.0
983,2:07:52,Giacomo LEONE,1971-04-10,ITA,2,Otsu (JPN),2001-03-04,29,49,2001,,7672.0
984,2:07:52,Shigeru ABURAYA,1977-02-08,JPN,3,Otsu (JPN),2001-03-04,24,43,2001,,7672.0
985,2:07:52,Tomoaki KUNICHIKA,1973-04-22,JPN,1,Fukuoka (JPN),2003-12-07,30,47,2003,8.4,7672.0
986,2:07:52,Paul Kiprop KIRUI,1980-02-05,KEN,1,Amsterdam (NED),2008-10-19,28,40,2008,12.1,7672.0
987,2:07:52,Deriba Merga EJIGU,1980-10-26,ETH,1f1,"Houston, TX (USA)",2009-01-18,28,40,2009,17.7,7672.0
988,2:07:52,Tekeste KEBEDE,1981-08-14,ETH,2,Fukuoka (JPN),2009-12-06,28,39,2009,8.6,7672.0
989,2:07:52,Yemane TSEGAY,1985-04-08,ETH,4,Berlin (GER),2010-09-26,25,35,2010,11.2,7672.0
990,2:07:52,Thomas KIPLAGAT,1987-03-01,KEN,3,Seoul (KOR),2014-11-09,27,33,2014,9.4,7672.0
991,2:07:52,Wilson Kipsang KIPROTICH,1982-03-15,KEN,5,London (GBR),2016-04-24,34,38,2016,7.3,7672.0
992,2:07:52,Abel KIRUI,1982-06-04,KEN,7,"Chicago, IL (USA)",2018-10-07,36,38,2018,15.4,7672.0
993,2:07:52,Salah-Eddine BOUNASR,1990-09-27,MAR,1,Otsu (JPN),2019-03-10,28,30,2019,,7672.0
994,2:07:52,Anthony MARITIM,1986-11-12,KEN,2,Ljubljana (SLO),2019-10-27,32,34,2019,12.2,7672.0
995,2:07:53,Josphat KIPRONO,1973-12-12,KEN,2,Rotterdam (NED),2003-04-13,29,47,2003,11.9,7673.0
996,2:07:53,Shadrack KIPLAGAT,1977-12-09,KEN,7,Amsterdam (NED),2007-10-21,29,43,2007,9.5,7673.0
997,2:07:53,David Kemboi KIYENG,1983-04-22,KEN,1,Reims (FRA),2008-10-19,25,37,2008,7.7,7673.0
998,2:07:53,Duncan KIBET,1978-04-25,KEN,1,Milano (ITA),2008-11-23,30,42,2008,5.1,7673.0
999,2:07:53,Duncan Cheruiyot KOECH,1981-12-28,KEN,3,Köln (GER),2012-10-14,30,38,2012,7.7,7673.0
1000,2:07:53,Bernard Kiprop KIPYEGO,1986-07-16,KEN,3,Tokyo (JPN),2013-02-24,26,34,2013,4.0,7673.0
1001,2:07:53,Jacob Kibet Chulyo KENDAGOR,1984-08-24,KEN,5,Daegu (KOR),2014-04-06,29,36,2014,9.2,7673.0
1002,2:07:53,Joel Kemboi KIMURER,1988-01-21,KEN,2,Gongju (KOR),2014-10-19,26,32,2014,,7673.0
1003,2:07:53,Joseph Mana NDIRANGU,1994-09-09,KEN,1,Otsu (JPN),2018-03-04,23,26,2018,,7673.0
1004,2:07:54,Alejandro GOMEZ,1967-04-11,ESP,2,Rotterdam (NED),1997-04-20,30,53,1997,4.7,7674.0
1005,2:07:54,Gezahegn ABERA,1978-04-23,ETH,1,Fukuoka (JPN),1999-12-05,21,42,1999,12.6,7674.0
1006,2:07:54,Jaouad GHARIB,1972-05-22,MAR,4,London (GBR),2007-04-22,34,48,2007,16.4,7674.0
1007,2:07:54,Deressa CHIMSA,1976-11-21,ETH,2f1,Dubai (UAE),2009-01-16,32,44,2009,16.9,7674.0
1008,2:07:54,Moses Kimeli ARUSEI,1983-01-01,KEN,1,Seoul (KOR),2009-03-14,26,37,2009,0.4,7674.0
1009,2:07:54,Stephen Kipkoech KIBIWOTT,1980-04-03,KEN,2,Praha (CZE),2009-05-10,29,40,2009,18.6,7674.0
1010,2:07:54,Benjamin KIPTOO,1979-01-10,KEN,1,Chuncheon (KOR),2010-10-24,31,41,2010,15.1,7674.0
1011,2:07:54,Eshetu WENDIMU,1986-10-03,ETH,6,Paris (FRA),2012-04-15,25,34,2012,7.5,7674.0
1012,2:07:54,Negari Getachew TERFA,1983-01-01,ETH,2,"Houston, TX (USA)",2014-01-19,31,37,2014,15.0,7674.0
1013,2:07:54,Essa Ismail RASHED,1986-12-14,QAT,4,Amsterdam (NED),2014-10-19,27,34,2014,17.3,7674.0
1014,2:07:54,Laban Kipngetich KORIR,1985-06-30,KEN,6,Paris (FRA),2015-04-12,29,35,2015,11.8,7674.0
1015,2:07:54,Tsegaye KEBEDE,1987-01-15,ETH,12,Valencia (ESP),2019-12-01,32,33,2019,15.9,7674.0
1016,2:07:55,António PINTO,1966-03-22,POR,1,London (GBR),1997-04-13,31,54,1997,12.0,7675.0
1017,2:07:55,Mohamed OUAADI,1969-01-01,FRA,2,Fukuoka (JPN),1999-12-05,30,51,1999,12.6,7675.0
1018,2:07:55,Toshinari SUWA,1977-01-29,JPN,2,Fukuoka (JPN),2003-12-07,26,43,2003,8.4,7675.0
1019,2:07:55,Stephen CHEMLANY,1982-08-09,KEN,2,Berlin (GER),2011-09-25,29,38,2011,15.3,7675.0
1020,2:07:55,Dadi Yami GEMEDA,1982-01-01,ETH,7,Dubai (UAE),2013-01-25,31,38,2013,19.9,7675.0
1021,2:07:55,Mustapha EL AZIZ,1985-12-24,MAR,3,Seoul (KOR),2013-11-03,27,34,2013,10.8,7675.0
1022,2:07:55,Alemayehu Ameta BELACHEW,1977-01-01,ETH,14,Sevilla (ESP),2020-02-23,43,43,2020,16.2,7675.0
1023,2:07:56,Simon BOR,1969-02-13,KEN,2,Amsterdam (NED),2002-10-20,33,51,2002,8.0,7676.0
1024,2:07:56,Gezahegn ABERA,1978-04-23,ETH,1,London (GBR),2003-04-13,24,42,2003,12.4,7676.0
1025,2:07:56,Stefano BALDINI,1971-05-25,ITA,2,London (GBR),2003-04-13,31,49,2003,12.4,7676.0
1026,2:07:56,Hendrick RAMAALA,1972-02-02,RSA,5,London (GBR),2007-04-22,35,48,2007,16.4,7676.0
1027,2:07:56,Shadrack KIPLAGAT,1977-12-09,KEN,6,Amsterdam (NED),2010-10-17,32,43,2010,5.9,7676.0
1028,2:07:56,Abel KIRUI,1982-06-04,KEN,5,London (GBR),2012-04-22,29,38,2012,9.0,7676.0
1029,2:07:56,Shumi DECHASA,1989-05-28,ETH,4,Hamburg (GER),2012-04-29,22,31,2012,12.6,7676.0
1030,2:07:56,Negari Getachew TERFA,1983-01-01,ETH,1,Roma (ITA),2013-03-17,30,37,2013,7.9,7676.0
1031,2:07:56,Deressa CHIMSA,1976-11-21,ETH,7,Paris (FRA),2015-04-12,38,44,2015,11.8,7676.0
1032,2:07:56,Asefa MENGISA,1997-03-14,ETH,2,Otsu (JPN),2019-03-10,21,23,2019,,7676.0
1033,2:07:56,Leonard KORIR,1986-12-10,USA,11,Amsterdam (NED),2019-10-20,32,34,2019,11.2,7676.0
1034,2:07:56,Simon KARIUKI,1996-04-01,KEN,17,Tokyo (JPN),2020-03-01,23,24,2020,11.8,7676.0
1035,2:07:57,Stefano BALDINI,1971-05-25,ITA,2,London (GBR),1997-04-13,25,49,1997,12.0,7677.0
1036,2:07:57,Abel ANTÓN,1962-10-24,ESP,1,London (GBR),1998-04-26,35,58,1998,10.0,7677.0
1037,2:07:57,Abdelkader EL MOUAZIZ,1969-01-01,MAR,1,London (GBR),1999-04-18,30,51,1999,7.7,7677.0
1038,2:07:57,Joseph NGOLEPUS,1975-04-10,KEN,3,London (GBR),2003-04-13,28,45,2003,12.4,7677.0
1039,2:07:57,Philip SINGOEI,1975-12-31,KEN,1,Eindhoven (NED),2007-10-14,31,44,2007,10.8,7677.0
1040,2:07:57,David Kemboi KIYENG,1983-04-22,KEN,1,Daegu (KOR),2012-04-08,28,37,2012,13.8,7677.0
1041,2:07:57,Hayle LEMI,1994-09-13,ETH,1,Warszawa (POL),2015-04-26,20,26,2015,14.4,7677.0
1042,2:07:57,Ernest NGENO,1995-05-20,KEN,1,Hengshui (CHN),2015-09-26,20,25,2015,,7677.0
1043,2:07:57,Filex Kipchirchir KIPROTICH,1988-12-07,KEN,5,Seoul (KOR),2018-03-18,29,32,2018,8.9,7677.0
1044,2:07:57,Stephen KIPROTICH,1989-02-27,UGA,5,Hamburg (GER),2018-04-29,29,31,2018,13.7,7677.0
1045,2:07:57,Taku FUJIMOTO,1989-09-11,JPN,8,"Chicago, IL (USA)",2018-10-07,29,31,2018,15.4,7677.0
1046,2:07:58,Benson Kipchumba CHERONO,1984-06-30,KEN,1,Milano (ITA),2006-10-08,22,36,2006,15.5,7678.0
1047,2:07:58,Wilfred Kibet KIGEN,1975-02-23,KEN,1,Frankfurt (GER),2007-10-28,32,45,2007,8.6,7678.0
1048,2:07:58,Kenneth Mburu MUNGARA,1973-09-07,KEN,1,Toronto (CAN),2010-09-26,37,47,2010,12.4,7678.0
1049,2:07:58,Bernard Kiprop KIPYEGO,1986-07-16,KEN,3,Rotterdam (NED),2014-04-13,27,34,2014,10.2,7678.0
1050,2:07:58,Tsegaye KEBEDE,1987-01-15,ETH,8,Tokyo (JPN),2015-02-22,28,33,2015,6.3,7678.0
1051,2:07:58,Stephen MOKOKA,1985-01-31,RSA,3,Otsu (JPN),2019-03-10,34,35,2019,,7678.0
1052,2:07:58,Barselius KIPYEGO,1993-07-22,KEN,5,Paris (FRA),2019-04-14,25,27,2019,5.9,7678.0
1054,2:07:59,Joseph Kahugu NJOROGE,1971-06-07,KEN,4,"Chicago, IL (USA)",1998-10-11,27,49,1998,14.4,7679.0
1055,2:07:59,Yoshiteru MORISHITA,1971-05-26,JPN,4,Otsu (JPN),2001-03-04,29,49,2001,,7679.0
1056,2:07:59,Steven CHEPTOT MATEBO,1974-03-30,KEN,3,Amsterdam (NED),2002-10-20,28,46,2002,8.0,7679.0
1057,2:07:59,Antonio PENA,1970-08-26,ESP,2,Otsu (JPN),2003-03-02,32,50,2003,,7679.0
1058,2:07:59,Paul TERGAT,1969-06-17,KEN,4,London (GBR),2003-04-13,33,51,2003,12.4,7679.0
1059,2:07:59,Toshinari TAKAOKA,1970-09-24,JPN,3,Fukuoka (JPN),2003-12-07,33,50,2003,8.4,7679.0
1060,2:07:59,Hicham CHATT,1969-02-18,MAR,7,London (GBR),2006-04-23,37,51,2006,11.8,7679.0
1061,2:07:59,Bekana DABA,1988-07-29,ETH,4,"Chicago, IL (USA)",2011-10-09,23,32,2011,20.1,7679.0
1062,2:07:59,Aadam Ismaeel KHAMIS,1989-02-12,BRN,1,Valencia (ESP),2011-11-27,22,31,2011,11.6,7679.0
1063,2:07:59,Bedan KAROKI,1990-08-21,KEN,9,"Chicago, IL (USA)",2018-10-07,28,30,2018,15.4,7679.0
1064,2:08:00,Sammy LELEI,1964-08-14,KEN,3,Berlin (GER),1997-09-28,33,56,1997,8.3,7680.0
1065,2:08:00,Ondoro OSORO,1967-12-03,KEN,3,"Chicago, IL (USA)",1999-10-24,31,53,1999,6.0,7680.0
1066,2:08:00,Gebregziabher GEBREMARIAM,1984-10-12,ETH,4,"New York, NY (USA)",2011-11-06,27,36,2011,8.0,7680.0
1067,2:08:00,Pius Dominic ONDORO,1988-03-03,KEN,1,See Genezareth (ISR),2013-01-10,24,32,2013,,7680.0
1068,2:08:00,Kazuhiro MAEDA,1981-04-19,JPN,4,Tokyo (JPN),2013-02-24,31,39,2013,4.0,7680.0
1069,2:08:00,Marius KIPSEREM,1988-05-17,KEN,2,Eindhoven (NED),2016-10-09,28,32,2016,8.9,7680.0
1070,2:08:00,Titus EKIRU,1992-01-02,KEN,1,"Honolulu, HI (USA)",2019-12-08,27,28,2019,24.2,7680.0
1071,2:08:00,Amos KIPRUTO,1992-09-16,KEN,18,Tokyo (JPN),2020-03-01,27,28,2020,11.8,7680.0
1072,2:08:01,Alberto JUZDADO,1966-08-20,ESP,1,Tokyo (JPN),1998-02-08,31,54,1998,5.6,7681.0
1073,2:08:01,Samson RAMADHANI,1982-12-25,TAN,5,London (GBR),2003-04-13,20,37,2003,12.4,7681.0
